productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC
654135,Phantasmal Flames Pokemon Center Elite Trainer Box (Exclusive),Phantasmal Flames Pokemon Center Elite Trainer Box Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/654135_200w.jpg,3,24448,https://cpt.tcgcsv.com/KGf7,2025-09-17T14:32:08.49,2,"Ignite a Burning Spirit of Battle!<br>
Searing blue flames rip across a dark battlefield as Mega Charizard X ex soars up and looks down upon its opponents! With a deep chill to rival the heat, the shadowy figure of Mega Gengar ex slowly rises into view, and both Pokémon prepare to attack. Determined to prove their mettle, Mega Heracross ex, Mega Lopunny ex, and even more Pokémon line up to give it their all in the Pokémon TCG: Mega Evolution-Phantasmal Flames expansion!<br><br>

The Pokémon TCG: Mega Evolution-Phantasmal Flames Pokémon Center Elite Trainer Box includes:<br>

• 11 Pokémon TCG: Mega Evolution-Phantasmal Flames booster packs<br>
• 1 full-art foil promo card featuring Charcadet with a Pokémon Center logo<br>
• 1 full-art foil promo card featuring Charcadet<br>
• 65 card sleeves<br>
• 40 Pokémon TCG Energy cards<br>
• A player's guide to the Mega Evolution-Phantasmal Flames expansion<br>
• 6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 1 plastic coin<br>
• A collector's box to hold everything, with 6 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live<br>",599.99,650.0,700.0,590.8,,Normal,
654136,Phantasmal Flames Elite Trainer Box,Phantasmal Flames Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/654136_200w.jpg,3,24448,https://cpt.tcgcsv.com/LGf7,2025-09-17T14:39:05.92,2,"Ignite a Burning Spirit of Battle!<br><br>
Searing blue flames rip across a dark battlefield as Mega Charizard X ex soars up and looks down upon its opponents! With a deep chill to rival the heat, the shadowy figure of Mega Gengar ex slowly rises into view, and both Pokémon prepare to attack. Determined to prove their mettle, Mega Heracross ex, Mega Lopunny ex, and even more Pokémon line up to give it their all in the Pokémon TCG: Mega Evolution-Phantasmal Flames expansion!<br><br>
The Pokémon TCG: Mega Evolution-Phantasmal Flames Elite Trainer Box includes:<br>

• 9 Pokémon TCG: Mega Evolution-Phantasmal Flames booster packs<br>
• 1 full-art foil promo card featuring Charcadet<br>
• 65 card sleeves<br>
• 40 Pokémon TCG Energy cards<br>
• A player's guide to the Mega Evolution-Phantasmal Flames expansion<br>
• 6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 1 plastic coin<br>
• A collector's box to hold everything, with 6 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live",157.98,158.24,174.03,158.24,,Normal,0196214124813
654137,Phantasmal Flames Booster Box,Phantasmal Flames Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/654137_200w.jpg,3,24448,https://cpt.tcgcsv.com/MGf7,2025-09-17T14:46:32.167,1,"Ignite a Burning Spirit of Battle!<br>
Searing blue flames rip across a dark battlefield as Mega Charizard X ex soars up and looks down upon its opponents! With a deep chill to rival the heat, the shadowy figure of Mega Gengar ex slowly rises into view, and both Pokémon prepare to attack. Determined to prove their mettle, Mega Heracross ex, Mega Lopunny ex, and even more Pokémon line up to give it their all in the Pokémon TCG: Mega Evolution — Phantasmal Flames expansion!</br>

Each Phantasmal Flames booster box contains 36 Scarlet & Violet booster packs.",327.36,327.49,394.95,327.44,,Normal,0196214143357
654144,Phantasmal Flames Booster Pack,Phantasmal Flames Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/654144_200w.jpg,3,24448,https://cpt.tcgcsv.com/VGf7,2025-09-17T15:42:01.437,1,"Ignite a Burning Spirit of Battle!<br>
Searing blue flames rip across a dark battlefield as Mega Charizard X ex soars up and looks down upon its opponents! With a deep chill to rival the heat, the shadowy figure of Mega Gengar ex slowly rises into view, and both Pokémon prepare to attack. Determined to prove their mettle, Mega Heracross ex, Mega Lopunny ex, and even more Pokémon line up to give it their all in the Pokémon TCG: Mega Evolution-Phantasmal Flames expansion!<br><br>Each Phantasmal Flames booster pack contains 10 random cards.",16.84,17.86,20.0,17.87,,Normal,
654145,Phantasmal Flames Sleeved Booster Pack,Phantasmal Flames Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/654145_200w.jpg,3,24448,https://cpt.tcgcsv.com/WGf7,2025-09-17T15:45:13.173,1,"Ignite a Burning Spirit of Battle!<br>
Searing blue flames rip across a dark battlefield as Mega Charizard X ex soars up and looks down upon its opponents! With a deep chill to rival the heat, the shadowy figure of Mega Gengar ex slowly rises into view, and both Pokémon prepare to attack. Determined to prove their mettle, Mega Heracross ex, Mega Lopunny ex, and even more Pokémon line up to give it their all in the Pokémon TCG: Mega Evolution-Phantasmal Flames expansion!<br><br>
Each Phantasmal Flames sleeved booster pack contains 10 random cards.",21.41,21.43,21.44,21.32,,Normal,0196214126503
654146,Phantasmal Flames Premium Checklane Blister [Hydrapple],Phantasmal Flames Premium Checklane Blister Hydrapple,https://tcgplayer-cdn.tcgplayer.com/product/654146_200w.jpg,3,24448,https://cpt.tcgcsv.com/XGf7,2025-09-17T15:55:51.683,1,"Ignite a Burning Spirit of Battle!
Searing blue flames rip across a dark battlefield as Mega Charizard X ex soars up and looks down upon its opponents! With a deep chill to rival the heat, the shadowy figure of Mega Gengar ex slowly rises into view, and both Pokémon prepare to attack. Determined to prove their mettle, Mega Heracross ex, Mega Lopunny ex, and even more Pokémon line up to give it their all in the Pokémon TCG: Mega Evolution-Phantasmal Flames expansion!<br><br>
Product details: <br>
• 1 Phantasmal Flames booster pack<br>
• TCGO Code<br>
• Coin<br>
• 3 cards featuring an evolution line!",,,,,,,
654147,Phantasmal Flames Premium Checklane Blister [Blaziken],Phantasmal Flames Premium Checklane Blister Blaziken,https://tcgplayer-cdn.tcgplayer.com/product/654147_200w.jpg,3,24448,https://cpt.tcgcsv.com/ZGf7,2025-09-17T15:56:24.017,1,"Ignite a Burning Spirit of Battle!
Searing blue flames rip across a dark battlefield as Mega Charizard X ex soars up and looks down upon its opponents! With a deep chill to rival the heat, the shadowy figure of Mega Gengar ex slowly rises into view, and both Pokémon prepare to attack. Determined to prove their mettle, Mega Heracross ex, Mega Lopunny ex, and even more Pokémon line up to give it their all in the Pokémon TCG: Mega Evolution-Phantasmal Flames expansion!<br><br>
Product details: <br>
• 1 Phantasmal Flames booster pack<br>
• TCGO Code<br>
• Coin<br>
• 3 cards featuring an evolution line!",,,,,,,
654150,Phantasmal Flames Single Pack Blister [Whimsicott],Phantasmal Flames Single Pack Blister Whimsicott,https://tcgplayer-cdn.tcgplayer.com/product/654150_200w.jpg,3,24448,https://cpt.tcgcsv.com/0Hf7,2025-09-17T16:05:04.967,1,"Ignite a Burning Spirit of Battle!
Searing blue flames rip across a dark battlefield as Mega Charizard X ex soars up and looks down upon its opponents! With a deep chill to rival the heat, the shadowy figure of Mega Gengar ex slowly rises into view, and both Pokémon prepare to attack. Determined to prove their mettle, Mega Heracross ex, Mega Lopunny ex, and even more Pokémon line up to give it their all in the Pokémon TCG: Mega Evolution-Phantasmal Flames expansion!<br><br>

Each blister comes with 1 booster pack, 1 coin, and a promotional card.",24.95,26.44,27.94,29.24,,Normal,
654151,Phantasmal Flames Single Pack Blister [Cottonee],Phantasmal Flames Single Pack Blister Cottonee,https://tcgplayer-cdn.tcgplayer.com/product/654151_200w.jpg,3,24448,https://cpt.tcgcsv.com/2Hf7,2025-09-17T16:05:55.53,1,"Ignite a Burning Spirit of Battle!
Searing blue flames rip across a dark battlefield as Mega Charizard X ex soars up and looks down upon its opponents! With a deep chill to rival the heat, the shadowy figure of Mega Gengar ex slowly rises into view, and both Pokémon prepare to attack. Determined to prove their mettle, Mega Heracross ex, Mega Lopunny ex, and even more Pokémon line up to give it their all in the Pokémon TCG: Mega Evolution-Phantasmal Flames expansion!<br><br>

Each blister comes with 1 booster pack, 1 coin, and a promotional card.",24.95,26.44,27.94,29.24,,Normal,
654154,Phantasmal Flames 3 Pack Blister [Sneasel],Phantasmal Flames 3 Pack Blister Sneasel,https://tcgplayer-cdn.tcgplayer.com/product/654154_200w.jpg,3,24448,https://cpt.tcgcsv.com/6Hf7,2025-09-17T16:15:15.527,1,"Ignite a Burning Spirit of Battle!<br>
Searing blue flames rip across a dark battlefield as Mega Charizard X ex soars up and looks down upon its opponents! With a deep chill to rival the heat, the shadowy figure of Mega Gengar ex slowly rises into view, and both Pokémon prepare to attack. Determined to prove their mettle, Mega Heracross ex, Mega Lopunny ex, and even more Pokémon line up to give it their all in the Pokémon TCG: Mega Evolution-Phantasmal Flames expansion!
<br><br>
Each blister comes with 3 Phantasmal Flames booster packs and a promotional card of Yanmega.",49.69,50.62,50.8,50.81,,Normal,0196214143340
